Pentad,minT,ap_rat
2425_2835,2.7000000000000015,0.31289970874786377
2415_2845,3.7000000000000015,0.29288235306739807
2425_2850,3.9,0.2686978578567505
2415_2850,3.800000000000004,0.2986105680465698
2420_2850,4.100000000000008,0.2708251178264618
2415_2855,4.499999999999999,0.2665618658065796
2435_2800,1.9000000000000004,0.32617608781594953
2440_2800,2.099999999999998,0.3175830841064453
2435_2805,1.8000000000000045,0.3294227719306946
2430_2800,1.8999999999999968,0.32618349790573115
2440_2805,1.699999999999997,0.34091079235076904
2435_2810,1.699999999999997,0.32913193106651306
2440_2810,1.5999999999999983,0.33419913053512573
2440_2815,1.8000000000000034,0.3184133768081665
2435_2815,1.6999999999999973,0.3279194994087941
2440_2820,1.8,0.29904240369796753
2440_2825,2.199999999999999,0.2943597137928009
2435_2820,1.6999999999999988,0.32444512844085693
2435_2825,1.9000000000000017,0.3221645802259445
2430_2815,1.5999999999999968,0.3320643305778502
2455_2800,2.899999999999995,0.2927452325820922
2445_2810,1.7999999999999992,0.32344862818717957
2450_2800,2.7000000000000006,0.29909053444862366
2450_2805,2.5999999999999996,0.3021298348903656
2445_2805,1.8,0.32526278495788574
2445_2800,2.200000000000001,0.3178451955318451
2450_2810,2.2999999999999994,0.31539806723594666
2455_2810,2.8000000000000003,0.28833869099617004
2445_2825,2.199999999999997,0.29679629206657415
2455_2815,2.8000000000000003,0.2811346352100371
2445_2815,1.8000000000000036,0.3161766231060028
2455_2820,2.7,0.27869319915771484
2445_2820,2,0.302174836397171
2455_2825,2.8000000000000003,0.2733728289604187
2450_2815,2.5,0.302750825881958
2450_2825,2.4999999999999996,0.2876830101013183
2430_2835,2.599999999999999,0.310306191444397
2435_2830,2.0999999999999983,0.31447429955005646
2435_2835,3.0999999999999974,0.286169171333313
2430_2840,3.600000000000003,0.2840535640716553
2440_2850,3.2,0.2675333023071289
2435_2845,3.400000000000002,0.2772109168186364
2430_2855,3.8,0.26336413621902466
2455_2830,2.8000000000000003,0.27031877636909485
2450_2835,2.8000000000000003,0.27215415239334106
2450_2830,2.699999999999998,0.27697518467903137
2405_2910,2.799999999999999,0.38455402851104736
2400_2910,3.400000000000005,0.35528987646102905
2405_2900,4.599999999999997,0.2898170053958893
2410_2900,4.699999999999999,0.27697721123695374
2405_2905,3.699999999999999,0.34189730882644653
2400_2900,3.599999999999999,0.3166598379611969
2400_2920,3.6000000000000005,0.3523979187011719
2400_2915,3.6999999999999975,0.35466229915618896
2400_2950,2.5000000000000013,0.5417994856834412
2430_2910,3.9,0.2526624798774719
2435_2900,3.600000000000001,0.2617350220680237
2455_2955,3.299999999999998,0.31314244866371155
2405_3010,3.7999999999999994,0.5687664747238159
2400_3025,7.299999999999982,0.33727800846099854
2405_3015,6.099999999999995,0.4368551969528198
2405_3025,7.2000000000000135,0.34884053468704224
2410_3020,6.299999999999999,0.43428894877433777
2425_3000,4.800000000000006,0.3227449953556061
2405_3030,7.399999999999992,0.33388009667396545
2400_3040,8,0.3217957615852356
2400_3030,7.499999999999995,0.33583971858024597
2405_3050,8.599999999999996,0.3184763193130493
2410_3050,8.5,0.32269558310508734
2415_3040,7.899999999999994,0.33731478452682495
2425_3035,6,0.4479613304138184
2425_3040,5.3,0.526136577129364
2415_3035,7.5,0.34174293279647827
2415_3050,8.400000000000015,0.3303891718387604
2415_3055,8.599999999999984,0.36327388882637024
2420_3050,8.400000000000013,0.3551501631736755
2420_3055,8.599999999999982,0.36547768115997314
2415_3045,8.200000000000022,0.3268505334854126
2420_3045,8.1,0.3493764102458954
2425_3050,8.299999999999981,0.3853682577610016
2425_3045,7.800000000000003,0.4356723129749298
2435_3010,4.500000000000001,0.3585420548915863
2430_3005,4.099999999999996,0.3703469038009643
2440_3015,4.200000000000001,0.3673257827758789
2455_3005,3.200000000000002,0.3407353609800339
2445_3005,4.300000000000006,0.3226272661441538
2445_3020,4.699999999999994,0.3586494028568268
2455_3025,2.5,0.4317760467529297
2455_3020,2.300000000000002,0.4411036670207978
2450_3020,3.2999999999999994,0.3958723247051239
2445_3015,3.799999999999999,0.3771896064281464
2455_3015,2.0999999999999996,0.42770245671272267
2430_3035,5.000000000000001,0.47791266441345215
2435_3055,8.4,0.494911253452301
2430_3050,6.300000000000001,0.6053190231323243
2430_3055,8.600000000000005,0.4542636573314667
2435_3045,5,0.5355189144611359
2430_3045,6.499999999999999,0.4856126606464386
2440_3050,4.899999999999998,0.602662980556488
2435_3050,5.300000000000001,0.5797502398490906
2445_3040,4,0.6047512292861938
2450_3040,4,0.6236135363578796
2455_3040,3.7999999999999985,0.6144723296165466
2455_3035,3.599999999999998,0.576754093170166
2445_3035,3.5,0.5139613151550293
2450_3035,3.4,0.5431634783744812
2450_3050,4.800000000000005,0.617492139339447
2455_3045,4.399999999999999,0.5967326760292053
2450_3045,4.299999999999998,0.5820353031158447
2400_3105,9.200000000000008,0.29335248470306396
2425_3105,9.000000000000012,0.3899499773979187
2420_3105,8.899999999999997,0.3704238831996918
2420_3100,8.799999999999985,0.3744310140609742
2415_3115,8.8,0.336296945810318
2420_3115,8.8,0.3654352128505707
2415_3120,8.700000000000001,0.33408495783805847
2400_3135,8.200000000000012,0.2670567035675049
2400_3140,8.1,0.2823655903339386
2410_3135,8.200000000000001,0.2866115570068357
2410_3140,8.1,0.294482946395874
2405_3140,8.1,0.2884488105773926
2410_3150,8.200000000000001,0.29384860396385193
2400_3145,8.200000000000008,0.2809050381183624
2400_3150,8.299999999999992,0.27872806787490845
2405_3145,8.1,0.27896684408187866
2425_3140,8,0.321455717086792
2415_3140,8.1,0.3014608323574066
2420_3140,8,0.3138899505138397
2420_3130,8.400000000000006,0.3358609974384308
2420_3155,8.299999999999995,0.2958926260471344
2425_3155,8.299999999999981,0.3097624182701111
2415_3150,8.1,0.29037395119667053
2415_3145,8,0.2912810742855072
2415_3155,8.3,0.30588552355766296
2420_3150,8.099999999999993,0.29482904076576233
2425_3150,8.099999999999982,0.3054600656032562
2420_3145,7.900000000000024,0.2997131943702698
2425_3145,7.9,0.308093786239624
2430_3105,9,0.420126348733902
2435_3105,9,0.43692341446876526
2430_3100,9.000000000000005,0.43501833081245433
2435_3110,8.999999999999998,0.41245952248573303
2440_3110,8.799999999999992,0.3993181586265564
2440_3115,8.700000000000015,0.38673505187034607
2430_3120,8.8,0.3732125461101532
2430_3115,8.900000000000013,0.39360666275024414
2435_3115,8.900000000000018,0.4014444351196289
2435_3120,8.700000000000005,0.3715393841266632
2450_3100,8.5,0.5430324673652649
2450_3125,8.2999999999999865,0.3603827655315399
2450_3120,8.500000000000002,0.3741735517978668
2455_3115,8.5,0.36847373843193054
2455_3120,8.299999999999994,0.35509833693504333
2445_3125,8.299999999999985,0.3650550544261933
2455_3125,8.100000000000003,0.3473424017429353
2435_3135,8.200000000000005,0.34260809421539307
2440_3140,8.200000000000001,0.34526652097702026
2430_3140,8.1,0.33298516273498535
2435_3140,8.1,0.33975619077682495
2435_3145,8.1,0.33475745156375586
2440_3150,8.3,0.3429145812988281
2435_3155,8.399999999999993,0.33885133266448975
2440_3155,8.499999999999996,0.3561882376670838
2430_3155,8.299999999999994,0.3225416243076324
2435_3150,8.200000000000006,0.3361593037843704
2440_3145,8.100000000000001,0.3369829356670379
2430_3150,8.099999999999996,0.322237491607666
2430_3145,8.09999999999999,0.33079996705055226
2445_3135,8.199999999999998,0.3490758538246155
2450_3135,8.099999999999989,0.3425043821334839
2450_3130,8,0.3388364017009735
2445_3130,8.200000000000005,0.34143006801605225
2455_3135,7.799999999999979,0.33435407280921936
2455_3130,7.899999999999996,0.33314067125320435
2450_3140,8.099999999999982,0.34172528982162476
2450_3150,8.399999999999991,0.3472512662410736
2445_3145,8.200000000000001,0.343967080116272
2450_3145,8.2999999999999865,0.34558567404747004
2445_3150,8.2999999999999865,0.340923547744751
2500_2020,0.9,0.12403051555156708
2510_2025,0.8,0.12405572831630708
2515_2025,0.7000000000000007,0.12412354350090028
2520_2030,0.7000000000000006,0.12554284930229187
2515_2030,0.9,0.125419944524765
2525_2035,0.700000000000001,0.12691999971866608
2545_2000,-0.4000000000000003,0.1102997437119484
2550_2000,-0.4,0.1076477393507957
2530_2035,0.6000000000000001,0.12647858262062073
2550_2520,2.1,0.2360984683036804
2530_2535,1.8,0.24053798615932465
2530_2540,1.7000000000000002,0.24552305042743683
2535_2540,1.900000000000002,0.24874478578567505
2550_2535,2.4000000000000004,0.2528973221778869
2550_2540,2.199999999999998,0.26297727227211
2545_2550,1.6999999999999984,0.2672267258167267
2500_2605,2.800000000000003,0.24228040874004364
2525_2600,1.5999999999999983,0.27028787136077875
2520_2610,2.199999999999998,0.2677285671234131
2525_2620,3.1999999999999966,0.2775804400444031
2505_2655,3.6999999999999953,0.3109961450099943
2510_2655,3.4000000000000017,0.3265668451786041
2525_2640,3.7,0.3171650767326355
2520_2655,3.400000000000001,0.3254489302635193
2515_2655,3.399999999999995,0.3231227993965149
2525_2650,3.5,0.3207522928714752
2520_2650,3.600000000000002,0.32274049520492554
2525_2655,3.300000000000001,0.3199168145656585
2520_2645,3.7,0.32240456537252365
2535_2605,1.5999999999999996,0.2799280285835266
2535_2625,2.8999999999999977,0.2942076325416565
2530_2620,3,0.28557509183883667
2540_2620,2,0.30434849858283997
2545_2620,1.5000000000000002,0.30642279982566833
2540_2640,2.299999999999999,0.3205087184906006
2530_2640,3.0999999999999974,0.3214377760887146
2530_2655,3.0000000000000004,0.325670212507248
2530_2650,3.0000000000000004,0.3302672803401947
2535_2655,2.699999999999997,0.3302672803401948
2535_2650,2.5000000000000004,0.33410194516181946
2540_2650,2.1999999999999993,0.3329010307788849
2550_2650,1,0.3444036543369293
2550_2655,1,0.3483909070491789
2555_2645,0.7000000000000014,0.3306509256362915
2555_2655,0.7000000000000003,0.3461925685405731
2550_2645,1.099999999999999,0.3352689146995542
2505_2710,3.5,0.32219797372817993
2510_2710,3.3000000000000065,0.32993143796920776
2500_2710,3.800000000000002,0.31990697979927063
2505_2700,3.6000000000000005,0.3383660316467285
2500_2700,3.9,0.30727753043174744
2505_2705,3.5999999999999996,0.32788026332855214
2510_2700,2.799999999999998,0.3469626009464264
2510_2705,3.099999999999998,0.33788609504699707
2510_2720,3.3000000000000016,0.3248167335987091
2500_2725,3.7,0.30668503046035767
2505_2725,3.499999999999999,0.31275826692581177
2510_2725,3.399999999999994,0.31148767471313477
2510_2715,3.1999999999999984,0.3267038762569427
2505_2715,3.3000000000000007,0.32917127013206476
2505_2720,3.39999999999999,0.32352331280708313
2515_2705,3.0999999999999965,0.3413057029247283
2525_2700,3.1000000000000005,0.3220108449459076
2520_2710,3.1,0.3064526617527008
2525_2710,2.8000000000000003,0.3064756989479065
2525_2705,2.899999999999999,0.3125454783439634
2515_2700,3,0.3428340256214142
2520_2705,3.1999999999999926,0.31540670990943914
2520_2700,3.2999999999999976,0.3230464458465576
2515_2710,3.299999999999995,0.31363698840141296
2515_2725,3.3000000000000003,0.2985171675682068
2520_2725,3.1000000000000005,0.29761385917663574
2515_2720,3.2999999999999927,0.3008803129196167
2520_2715,3.1000000000000014,0.3047564625740051
2520_2720,3.000000000000001,0.30129583179950714
2515_2715,3.299999999999996,0.30123591423034657
2525_2725,2.8000000000000007,0.3017113506793976
2525_2720,2.8000000000000043,0.3095194399356842
2525_2715,2.699999999999996,0.3107762932777404
2510_2740,3.2,0.2825722396373749
2510_2730,3.3999999999999937,0.2997058928012848
2500_2735,3.5,0.3028751015663147
2505_2740,3.3000000000000003,0.2916037417566391
2505_2730,3.6000000000000023,0.30008324980735784
2505_2735,3.5000000000000004,0.2923925220966339
2500_2730,3.800000000000002,0.2975967228412628
2510_2735,3.4000000000000004,0.2891331613063812
2500_2740,3.199999999999997,0.30643713474273676
2510_2755,2.9000000000000017,0.2874869108200073
2500_2745,3.100000000000006,0.30911970138549805
2505_2745,3.199999999999998,0.2928329110145569
2505_2750,3.1000000000000054,0.27778989076614363
2505_2755,3.0000000000000004,0.2857055068016052
2500_2755,3.1,0.28893259167671204
2510_2750,3,0.2777898907661438
2510_2745,3.1000000000000063,0.2775494456291199
2500_2750,3.1000000000000076,0.29406087915852375
2515_2740,2.9000000000000004,0.3004264533519746
2515_2735,3.100000000000002,0.30255022644996643
2525_2740,2.5999999999999974,0.3022151291370392
2515_2730,3.3000000000000025,0.30023142695426946
2520_2730,3.000000000000001,0.3052716851234436
2525_2735,2.800000000000004,0.3014153838157654
2520_2735,2.899999999999996,0.3022763431072235
2525_2730,2.8000000000000047,0.3055725693702697
2515_2750,2.8000000000000016,0.28252315521240234
2515_2745,2.9000000000000004,0.28708377480506897
2515_2755,2.7,0.2894328236579895
2525_2745,2.1999999999999993,0.3078693449497223
2525_2750,2.1999999999999997,0.2948729256489835
2520_2755,2.400000000000001,0.28304731845855713
2525_2755,2.1000000000000005,0.287780225276947
2520_2750,2.599999999999999,0.2899620234966278
2520_2745,2.6000000000000005,0.2996552586555481
2540_2705,2.300000000000006,0.33332592248916626
2540_2700,2.4000000000000004,0.328450471162796
2540_2710,2.2000000000000006,0.351728230714798
2535_2700,2.5999999999999996,0.3284168243408203
2530_2705,2.6000000000000028,0.33598801493644714
2535_2710,2.3000000000000016,0.33709731698036194
2530_2710,2.5,0.3143194615840912
2530_2700,2.8000000000000003,0.32333892583847046
2535_2705,2.3999999999999946,0.33823150396347046
2540_2725,2.399999999999998,0.34331995248794556
2540_2715,2.3999999999999964,0.3339846730232239
2530_2725,2.6,0.3076084554195404
2535_2715,2.1999999999999953,0.31525051593780523
2530_2720,2.6000000000000023,0.30862635374069214
2535_2725,2.5,0.317807674407959
2530_2715,2.5000000000000004,0.31121259927749634
2540_2720,2.5,0.32358625531196594
2535_2720,2.399999999999997,0.31613853573799133
2550_2710,1.7000000000000004,0.34495434165000916
2550_2705,1.5,0.34695202112197854
2555_2705,0.9000000000000027,0.3489990830421448
2545_2705,1.9000000000000024,0.3367202877998352
2545_2710,2.0999999999999983,0.3398810625076294
2545_2700,2,0.33380383253097534
2555_2700,0.7999999999999996,0.3470899760723114
2555_2710,1,0.3558034300804138
2550_2700,1.2000000000000004,0.3536410927772522
2545_2715,2.3000000000000007,0.33360728621482844
2555_2725,1.3,0.3567167818546295
2550_2725,1.5999999999999963,0.35159969329833984
2550_2720,1.5999999999999983,0.3490179479122162
2545_2725,2.0999999999999974,0.34331995248794556
2555_2720,1.3,0.36192160844802856
2550_2715,1.799999999999999,0.33975943922996527
2545_2720,2.3000000000000007,0.3437076807022095
2555_2715,1,0.35772350430488586
2535_2730,2.400000000000001,0.31050276756286627
2540_2740,1.7000000000000006,0.33480143547058105
2530_2735,2.6000000000000107,0.31152763962745667
2530_2740,2.5999999999999983,0.30251315236091614
2540_2730,2.099999999999998,0.3186606168746948
2540_2735,1.8,0.3198102116584778
2535_2740,2.2999999999999967,0.30730774998664856
2535_2735,2.2999999999999994,0.31402015686035156
2530_2730,2.6000000000000068,0.3087971585345185
2540_2750,1.800000000000004,0.3241591453552246
2535_2755,1.8,0.319908082485199
2540_2755,1.900000000000001,0.33056530356407166
2535_2750,1.800000000000004,0.30973631143569946
2530_2745,2.099999999999999,0.30638137459754944
2535_2745,2.2,0.3086002469062805
2540_2745,1.7999999999999994,0.32352301478385925
2530_2755,1.8,0.30711400508880615
2530_2750,1.8999999999999957,0.30401140451431274
2545_2730,1.8000000000000016,0.33836066722869873
2545_2740,1.100000000000001,0.33970674872398376
2550_2730,1.5,0.3435896635055543
2555_2740,1.5999999999999972,0.36753109097480774
2545_2735,1.5999999999999996,0.3438662588596344
2550_2740,1.5000000000000002,0.3572135865688323
2555_2730,1.3000000000000027,0.3519546091556549
2555_2735,1.2999999999999994,0.35752072930336
2550_2735,1,0.3392060399055481
2545_2745,1.3999999999999997,0.3192436397075653
2545_2750,1.6999999999999973,0.31840890645980835
2550_2750,1.9000000000000004,0.34600889682769775
2550_2755,2,0.343092143535614
2555_2750,1.6999999999999955,0.3549027740955353
2555_2755,1.9000000000000028,0.34890827536582947
2545_2755,2.1000000000000028,0.3373163938522339
2555_2745,1.7,0.3609078526496887
2550_2745,1.7000000000000006,0.3566623330116272
2505_2810,2.8999999999999964,0.28114640712738037
2505_2800,2.899999999999992,0.2850300967693327
2510_2805,2.9000000000000004,0.27955007553100586
2510_2800,2.9000000000000004,0.2804770469665527
2505_2805,2.8999999999999915,0.2817516326904297
2500_2800,2.8999999999999906,0.2927452325820923
2500_2810,2.9000000000000004,0.28516119718551636
2500_2805,2.799999999999992,0.3009796738624573
2510_2810,2.9000000000000004,0.2777119278907776
2505_2820,2.8000000000000003,0.288639634847641
2510_2825,2.7999999999999954,0.27746132016181946
2500_2815,2.899999999999993,0.2730647027492523
2510_2820,2.800000000000001,0.2812517583370209
2510_2815,2.9000000000000004,0.2742830514907837
2500_2820,2.8000000000000003,0.2702982723712921
2500_2825,2.9000000000000004,0.26795873045921326
2505_2825,2.8999999999999977,0.28431200981140137
2505_2815,2.9,0.2793237268924711
2520_2805,2.4000000000000004,0.2797680199146271
2525_2805,2,0.29828202724456787
2520_2800,2.4000000000000004,0.28191208839416504
2525_2800,2,0.2884691953659059
2520_2810,2.4000000000000004,0.27780576050281525
2515_2805,2.7,0.27538034319877625
2515_2810,2.7,0.26884669065475464
2515_2800,2.7,0.275593101978302
2525_2810,2.0999999999999996,0.29752063751220703
2525_2815,2.199999999999995,0.28913480043411255
2515_2820,2.7,0.2850755751132965
